state,nonmonetary_separation_quality_percent,nonmonetary_nonseparation_quality_percent,start_date,end_date,md_fy_num,md_fy_str
US,60.1,59.8,2021-10-01,2021-12-31,2021,2021-2022
UT,89.6,98,2021-10-01,2021-12-31,2021,2021-2022
VA,51.9,100,2021-10-01,2021-12-31,2021,2021-2022
VI,,,2021-10-01,2021-12-31,2021,2021-2022
VT,42.9,51.6,2021-10-01,2021-12-31,2021,2021-2022
WA,52.5,78.1,2021-10-01,2021-12-31,2021,2021-2022
WI,59.6,79.2,2021-10-01,2021-12-31,2021,2021-2022
WV,83.3,93.3,2021-10-01,2021-12-31,2021,2021-2022
WY,96.7,90,2021-10-01,2021-12-31,2021,2021-2022
AK,96.7,92,2022-01-01,2022-03-31,2021,2021-2022
AL,28,34,2022-01-01,2022-03-31,2021,2021-2022
AR,70,65.4,2022-01-01,2022-03-31,2021,2021-2022
AZ,19.6,44.4,2022-01-01,2022-03-31,2021,2021-2022
CA,59.6,83.3,2022-01-01,2022-03-31,2021,2021-2022
CO,75,78.4,2022-01-01,2022-03-31,2021,2021-2022
CT,80.4,100,2022-01-01,2022-03-31,2021,2021-2022
DC,72.4,63.6,2022-01-01,2022-03-31,2021,2021-2022
DE,22.6,30,2022-01-01,2022-03-31,2021,2021-2022
FL,35.7,32.4,2022-01-01,2022-03-31,2021,2021-2022
GA,72,47.9,2022-01-01,2022-03-31,2021,2021-2022
HI,77.8,60.9,2022-01-01,2022-03-31,2021,2021-2022
IA,48.2,57.1,2022-01-01,2022-03-31,2021,2021-2022
ID,75.9,89.3,2022-01-01,2022-03-31,2021,2021-2022
IL,85.7,93,2022-01-01,2022-03-31,2021,2021-2022
IN,44.4,69.8,2022-01-01,2022-03-31,2021,2021-2022
KS,65.5,75.9,2022-01-01,2022-03-31,2021,2021-2022
KY,75.5,78.7,2022-01-01,2022-03-31,2021,2021-2022
LA,60.7,67.9,2022-01-01,2022-03-31,2021,2021-2022
MA,66.7,64.1,2022-01-01,2022-03-31,2021,2021-2022
MD,17.4,4,2022-01-01,2022-03-31,2021,2021-2022
ME,77.5,70.6,2022-01-01,2022-03-31,2021,2021-2022
MI,64.9,90.7,2022-01-01,2022-03-31,2021,2021-2022
MN,81.3,87.5,2022-01-01,2022-03-31,2021,2021-2022
MO,64,91.1,2022-01-01,2022-03-31,2021,2021-2022
MS,76.6,94,2022-01-01,2022-03-31,2021,2021-2022
MT,70,69,2022-01-01,2022-03-31,2021,2021-2022
NC,88,92.5,2022-01-01,2022-03-31,2021,2021-2022
ND,100,100,2022-01-01,2022-03-31,2021,2021-2022
NE,66.7,87.5,2022-01-01,2022-03-31,2021,2021-2022
NH,56.7,53.6,2022-01-01,2022-03-31,2021,2021-2022
NJ,39.6,58.3,2022-01-01,2022-03-31,2021,2021-2022
NM,79.3,82.1,2022-01-01,2022-03-31,2021,2021-2022
NV,71.7,95,2022-01-01,2022-03-31,2021,2021-2022
NY,72.9,82.2,2022-01-01,2022-03-31,2021,2021-2022
OH,78.7,72.7,2022-01-01,2022-03-31,2021,2021-2022
OK,77.1,92,2022-01-01,2022-03-31,2021,2021-2022
OR,37.8,75.6,2022-01-01,2022-03-31,2021,2021-2022
PA,16.7,57.5,2022-01-01,2022-03-31,2021,2021-2022
PR,27.6,77.4,2022-01-01,2022-03-31,2021,2021-2022
RI,58.6,73.3,2022-01-01,2022-03-31,2021,2021-2022
SC,66,88,2022-01-01,2022-03-31,2021,2021-2022
SD,90,75.9,2022-01-01,2022-03-31,2021,2021-2022
TN,22.2,25,2022-01-01,2022-03-31,2021,2021-2022
TX,87.8,90,2022-01-01,2022-03-31,2021,2021-2022
US,62.2,70.3,2022-01-01,2022-03-31,2021,2021-2022
UT,94,97.9,2022-01-01,2022-03-31,2021,2021-2022
VA,57.5,62.5,2022-01-01,2022-03-31,2021,2021-2022
VI,,,2022-01-01,2022-03-31,2021,2021-2022
VT,27.6,35.7,2022-01-01,2022-03-31,2021,2021-2022
WA,40,79.1,2022-01-01,2022-03-31,2021,2021-2022
WI,71.4,89.8,2022-01-01,2022-03-31,2021,2021-2022
WV,70,93.1,2022-01-01,2022-03-31,2021,2021-2022
WY,86.7,90,2022-01-01,2022-03-31,2021,2021-2022
AK,86.2,89.3,2022-04-01,2022-06-30,2021,2021-2022
AL,8,36.7,2022-04-01,2022-06-30,2021,2021-2022
AR,93.3,80,2022-04-01,2022-06-30,2021,2021-2022
AZ,22.7,41.7,2022-04-01,2022-06-30,2021,2021-2022
CA,69.6,89.7,2022-04-01,2022-06-30,2021,2021-2022
CO,58.7,62.5,2022-04-01,2022-06-30,2021,2021-2022
CT,86,96.1,2022-04-01,2022-06-30,2021,2021-2022
DC,66.7,24.2,2022-04-01,2022-06-30,2021,2021-2022
DE,52.9,75.9,2022-04-01,2022-06-30,2021,2021-2022
FL,48.6,25,2022-04-01,2022-06-30,2021,2021-2022
GA,70,78.4,2022-04-01,2022-06-30,2021,2021-2022
HI,75,88,2022-04-01,2022-06-30,2021,2021-2022
IA,43.8,73.7,2022-04-01,2022-06-30,2021,2021-2022
ID,83.3,93.1,2022-04-01,2022-06-30,2021,2021-2022
IL,89.6,90,2022-04-01,2022-06-30,2021,2021-2022
IN,47.6,62.5,2022-04-01,2022-06-30,2021,2021-2022
KS,63.3,88.9,2022-04-01,2022-06-30,2021,2021-2022
KY,54,73.5,2022-04-01,2022-06-30,2021,2021-2022
LA,80,96.6,2022-04-01,2022-06-30,2021,2021-2022
MA,40.8,58.7,2022-04-01,2022-06-30,2021,2021-2022
MD,17,48.9,2022-04-01,2022-06-30,2021,2021-2022
ME,73.3,76.9,2022-04-01,2022-06-30,2021,2021-2022
MI,75,80.9,2022-04-01,2022-06-30,2021,2021-2022
MN,71.7,86,2022-04-01,2022-06-30,2021,2021-2022
MO,67.4,87,2022-04-01,2022-06-30,2021,2021-2022
MS,83,87.5,2022-04-01,2022-06-30,2021,2021-2022
MT,72.4,81.5,2022-04-01,2022-06-30,2021,2021-2022
NC,94.1,92.2,2022-04-01,2022-06-30,2021,2021-2022
ND,100,100,2022-04-01,2022-06-30,2021,2021-2022
NE,76.7,82.8,2022-04-01,2022-06-30,2021,2021-2022
NH,90.3,79.3,2022-04-01,2022-06-30,2021,2021-2022
NJ,43.5,53.3,2022-04-01,2022-06-30,2021,2021-2022
NM,76.9,89.7,2022-04-01,2022-06-30,2021,2021-2022
NV,65.2,94.7,2022-04-01,2022-06-30,2021,2021-2022
NY,74,81,2022-04-01,2022-06-30,2021,2021-2022
OH,76,69.8,2022-04-01,2022-06-30,2021,2021-2022
OK,94,93.8,2022-04-01,2022-06-30,2021,2021-2022
OR,54.2,77.6,2022-04-01,2022-06-30,2021,2021-2022
PA,29.2,62.8,2022-04-01,2022-06-30,2021,2021-2022
PR,43.3,58.3,2022-04-01,2022-06-30,2021,2021-2022
RI,60,67.9,2022-04-01,2022-06-30,2021,2021-2022
SC,82,89.6,2022-04-01,2022-06-30,2021,2021-2022
SD,93.3,86.7,2022-04-01,2022-06-30,2021,2021-2022
TN,56.3,35.6,2022-04-01,2022-06-30,2021,2021-2022
TX,90,95.9,2022-04-01,2022-06-30,2021,2021-2022
US,66.9,79.6,2022-04-01,2022-06-30,2021,2021-2022
UT,91.8,90,2022-04-01,2022-06-30,2021,2021-2022
VA,41.5,82.9,2022-04-01,2022-06-30,2021,2021-2022
VI,,,2022-04-01,2022-06-30,2021,2021-2022
VT,53.3,53.9,2022-04-01,2022-06-30,2021,2021-2022
WA,60.9,91.1,2022-04-01,2022-06-30,2021,2021-2022
WI,70.8,85.7,2022-04-01,2022-06-30,2021,2021-2022
WV,80,93.6,2022-04-01,2022-06-30,2021,2021-2022
WY,93.3,96.7,2022-04-01,2022-06-30,2021,2021-2022
AK,79.3,89.3,2022-07-01,2022-09-30,2022,2022-2023
AL,26,40,2022-07-01,2022-09-30,2022,2022-2023
AR,96.2,96.7,2022-07-01,2022-09-30,2022,2022-2023
AZ,28,50,2022-07-01,2022-09-30,2022,2022-2023
CA,61.4,83.3,2022-07-01,2022-09-30,2022,2022-2023
CO,66.7,85.4,2022-07-01,2022-09-30,2022,2022-2023
CT,52.1,57.8,2022-07-01,2022-09-30,2022,2022-2023
DC,72.4,33.3,2022-07-01,2022-09-30,2022,2022-2023
DE,16.1,23.1,2022-07-01,2022-09-30,2022,2022-2023
FL,34.1,26.3,2022-07-01,2022-09-30,2022,2022-2023
GA,69.4,68,2022-07-01,2022-09-30,2022,2022-2023
HI,90,77.8,2022-07-01,2022-09-30,2022,2022-2023
IA,41.4,80,2022-07-01,2022-09-30,2022,2022-2023
ID,90,89.7,2022-07-01,2022-09-30,2022,2022-2023
IL,80.9,93.1,2022-07-01,2022-09-30,2022,2022-2023
IN,65.9,88.6,2022-07-01,2022-09-30,2022,2022-2023
KS,73.3,80,2022-07-01,2022-09-30,2022,2022-2023
KY,52,71.4,2022-07-01,2022-09-30,2022,2022-2023
LA,60,80.8,2022-07-01,2022-09-30,2022,2022-2023
MA,56.5,63.8,2022-07-01,2022-09-30,2022,2022-2023
MD,18.8,62.8,2022-07-01,2022-09-30,2022,2022-2023
ME,83.3,57.6,2022-07-01,2022-09-30,2022,2022-2023
MI,83.7,95.7,2022-07-01,2022-09-30,2022,2022-2023
MN,72.3,90,2022-07-01,2022-09-30,2022,2022-2023
MO,74,89.4,2022-07-01,2022-09-30,2022,2022-2023
MS,83,97.8,2022-07-01,2022-09-30,2022,2022-2023
MT,87.1,93.3,2022-07-01,2022-09-30,2022,2022-2023
NC,84,90,2022-07-01,2022-09-30,2022,2022-2023
ND,96.7,96.6,2022-07-01,2022-09-30,2022,2022-2023
NE,73.3,72.4,2022-07-01,2022-09-30,2022,2022-2023
NH,80,80,2022-07-01,2022-09-30,2022,2022-2023
NJ,39.1,60.4,2022-07-01,2022-09-30,2022,2022-2023
NM,44.8,82.1,2022-07-01,2022-09-30,2022,2022-2023
NV,80,95.9,2022-07-01,2022-09-30,2022,2022-2023
NY,86.7,92.5,2022-07-01,2022-09-30,2022,2022-2023
OH,56,70,2022-07-01,2022-09-30,2022,2022-2023
OK,86,97.9,2022-07-01,2022-09-30,2022,2022-2023
OR,67.4,83,2022-07-01,2022-09-30,2022,2022-2023
PA,33.3,60,2022-07-01,2022-09-30,2022,2022-2023
PR,13.3,41.4,2022-07-01,2022-09-30,2022,2022-2023
RI,48.3,67.9,2022-07-01,2022-09-30,2022,2022-2023
SC,77.6,86.3,2022-07-01,2022-09-30,2022,2022-2023
SD,93.3,90,2022-07-01,2022-09-30,2022,2022-2023
TN,62.5,50,2022-07-01,2022-09-30,2022,2022-2023
TX,84,86,2022-07-01,2022-09-30,2022,2022-2023
US,66.2,77.7,2022-07-01,2022-09-30,2022,2022-2023
UT,95.9,98,2022-07-01,2022-09-30,2022,2022-2023
VA,62.5,78.7,2022-07-01,2022-09-30,2022,2022-2023
VI,,,2022-07-01,2022-09-30,2022,2022-2023
VT,53.3,76.7,2022-07-01,2022-09-30,2022,2022-2023
WA,52.3,84.4,2022-07-01,2022-09-30,2022,2022-2023
WI,73.5,71.7,2022-07-01,2022-09-30,2022,2022-2023
WV,76.7,83.3,2022-07-01,2022-09-30,2022,2022-2023
WY,96.7,96.7,2022-07-01,2022-09-30,2022,2022-2023
AK,90,96.2,2022-10-01,2022-12-31,2022,2022-2023
AL,60,72,2022-10-01,2022-12-31,2022,2022-2023
AR,81.8,86.7,2022-10-01,2022-12-31,2022,2022-2023
AZ,28,54.4,2022-10-01,2022-12-31,2022,2022-2023
CA,63.8,71.4,2022-10-01,2022-12-31,2022,2022-2023
CO,85.7,81.6,2022-10-01,2022-12-31,2022,2022-2023
CT,75.5,62,2022-10-01,2022-12-31,2022,2022-2023
DC,71.4,31.3,2022-10-01,2022-12-31,2022,2022-2023
DE,12,7.1,2022-10-01,2022-12-31,2022,2022-2023
FL,26.8,53.7,2022-10-01,2022-12-31,2022,2022-2023
GA,73.5,83.7,2022-10-01,2022-12-31,2022,2022-2023
HI,93.3,92.9,2022-10-01,2022-12-31,2022,2022-2023
IA,41.4,66.7,2022-10-01,2022-12-31,2022,2022-2023
ID,80,86.7,2022-10-01,2022-12-31,2022,2022-2023
IL,76,93.2,2022-10-01,2022-12-31,2022,2022-2023
IN,80,91.3,2022-10-01,2022-12-31,2022,2022-2023
KS,80,92.9,2022-10-01,2022-12-31,2022,2022-2023
KY,46.9,60,2022-10-01,2022-12-31,2022,2022-2023
LA,75.9,89.7,2022-10-01,2022-12-31,2022,2022-2023
MA,54.4,77.6,2022-10-01,2022-12-31,2022,2022-2023
MD,14,74.4,2022-10-01,2022-12-31,2022,2022-2023
ME,76.7,44,2022-10-01,2022-12-31,2022,2022-2023
MI,68.9,91.5,2022-10-01,2022-12-31,2022,2022-2023
MN,87.2,93.9,2022-10-01,2022-12-31,2022,2022-2023
MO,71.4,90,2022-10-01,2022-12-31,2022,2022-2023
MS,93.5,97.9,2022-10-01,2022-12-31,2022,2022-2023
MT,70.4,89.7,2022-10-01,2022-12-31,2022,2022-2023
NC,88,100,2022-10-01,2022-12-31,2022,2022-2023
ND,96.7,100,2022-10-01,2022-12-31,2022,2022-2023
NE,73.3,79.3,2022-10-01,2022-12-31,2022,2022-2023
NH,83.3,75,2022-10-01,2022-12-31,2022,2022-2023
NJ,40.4,68.3,2022-10-01,2022-12-31,2022,2022-2023
NM,53.3,78.6,2022-10-01,2022-12-31,2022,2022-2023
NV,93.9,97.9,2022-10-01,2022-12-31,2022,2022-2023
NY,83.3,77.8,2022-10-01,2022-12-31,2022,2022-2023
OH,47.9,65.1,2022-10-01,2022-12-31,2022,2022-2023
OK,85.7,96,2022-10-01,2022-12-31,2022,2022-2023
OR,66,84.8,2022-10-01,2022-12-31,2022,2022-2023
PA,21.3,55.6,2022-10-01,2022-12-31,2022,2022-2023
PR,20,66.7,2022-10-01,2022-12-31,2022,2022-2023
RI,50,62.1,2022-10-01,2022-12-31,2022,2022-2023
SC,84.3,78,2022-10-01,2022-12-31,2022,2022-2023
SD,100,90,2022-10-01,2022-12-31,2022,2022-2023
TN,79.6,53.1,2022-10-01,2022-12-31,2022,2022-2023
TX,98,96,2022-10-01,2022-12-31,2022,2022-2023
US,68.2,81.5,2022-10-01,2022-12-31,2022,2022-2023
UT,98,98,2022-10-01,2022-12-31,2022,2022-2023
VA,40.9,63.4,2022-10-01,2022-12-31,2022,2022-2023
VI,,,2022-10-01,2022-12-31,2022,2022-2023
VT,63.3,53.3,2022-10-01,2022-12-31,2022,2022-2023
WA,55.1,95.2,2022-10-01,2022-12-31,2022,2022-2023
WI,72,85.4,2022-10-01,2022-12-31,2022,2022-2023
WV,76.7,83.3,2022-10-01,2022-12-31,2022,2022-2023
WY,86.7,93.3,2022-10-01,2022-12-31,2022,2022-2023
AK,90,100,2023-01-01,2023-03-31,2022,2022-2023
AL,60,76.7,2023-01-01,2023-03-31,2022,2022-2023
AR,89.7,96.4,2023-01-01,2023-03-31,2022,2022-2023
AZ,24,40.9,2023-01-01,2023-03-31,2022,2022-2023
CA,63.3,86.8,2023-01-01,2023-03-31,2022,2022-2023
CO,44,69.6,2023-01-01,2023-03-31,2022,2022-2023
CT,63.3,75,2023-01-01,2023-03-31,2022,2022-2023
DC,82.1,87.8,2023-01-01,2023-03-31,2022,2022-2023
DE,6.3,43.8,2023-01-01,2023-03-31,2022,2022-2023
FL,27.1,62.5,2023-01-01,2023-03-31,2022,2022-2023
GA,54,75.5,2023-01-01,2023-03-31,2022,2022-2023
HI,93.1,93.3,2023-01-01,2023-03-31,2022,2022-2023
IA,48.4,90,2023-01-01,2023-03-31,2022,2022-2023
ID,86.7,96.6,2023-01-01,2023-03-31,2022,2022-2023
IL,83.7,97.7,2023-01-01,2023-03-31,2022,2022-2023
IN,67.4,93.9,2023-01-01,2023-03-31,2022,2022-2023
KS,70,96.4,2023-01-01,2023-03-31,2022,2022-2023
KY,38,54.6,2023-01-01,2023-03-31,2022,2022-2023
LA,66.7,100,2023-01-01,2023-03-31,2022,2022-2023
MA,66.7,86.7,2023-01-01,2023-03-31,2022,2022-2023
MD,19.5,63.3,2023-01-01,2023-03-31,2022,2022-2023
ME,80,50,2023-01-01,2023-03-31,2022,2022-2023
MI,78.7,77.8,2023-01-01,2023-03-31,2022,2022-2023
MN,85.4,85.7,2023-01-01,2023-03-31,2022,2022-2023
MO,68,98,2023-01-01,2023-03-31,2022,2022-2023
MS,79.3,100,2023-01-01,2023-03-31,2022,2022-2023
MT,76.7,76.7,2023-01-01,2023-03-31,2022,2022-2023
NC,80,87.8,2023-01-01,2023-03-31,2022,2022-2023
ND,93.3,96.7,2023-01-01,2023-03-31,2022,2022-2023
NE,86.7,89.7,2023-01-01,2023-03-31,2022,2022-2023
NH,87.1,86.7,2023-01-01,2023-03-31,2022,2022-2023
NJ,68.8,76.2,2023-01-01,2023-03-31,2022,2022-2023
NM,44.8,85.7,2023-01-01,2023-03-31,2022,2022-2023
NV,81.6,87.5,2023-01-01,2023-03-31,2022,2022-2023
NY,71.7,85.4,2023-01-01,2023-03-31,2022,2022-2023
OH,62,76.1,2023-01-01,2023-03-31,2022,2022-2023
OK,80,96.7,2023-01-01,2023-03-31,2022,2022-2023
OR,54,86.7,2023-01-01,2023-03-31,2022,2022-2023
PA,18.8,52.2,2023-01-01,2023-03-31,2022,2022-2023
PR,26.7,65.4,2023-01-01,2023-03-31,2022,2022-2023
RI,40,56.7,2023-01-01,2023-03-31,2022,2022-2023
SC,93.3,87.1,2023-01-01,2023-03-31,2022,2022-2023
SD,90,78.6,2023-01-01,2023-03-31,2022,2022-2023
TN,79.3,46.7,2023-01-01,2023-03-31,2022,2022-2023
TX,78,98,2023-01-01,2023-03-31,2022,2022-2023
US,64.6,81.7,2023-01-01,2023-03-31,2022,2022-2023
UT,100,97.9,2023-01-01,2023-03-31,2022,2022-2023
VA,60,75,2023-01-01,2023-03-31,2022,2022-2023
VI,,,2023-01-01,2023-03-31,2022,2022-2023
VT,69,53.6,2023-01-01,2023-03-31,2022,2022-2023
WA,59.2,75,2023-01-01,2023-03-31,2022,2022-2023
WI,72,80,2023-01-01,2023-03-31,2022,2022-2023
WV,76.7,96.7,2023-01-01,2023-03-31,2022,2022-2023
WY,90,93.3,2023-01-01,2023-03-31,2022,2022-2023
AK,76.7,100,2023-04-01,2023-06-30,2022,2022-2023
AL,73.3,70,2023-04-01,2023-06-30,2022,2022-2023
AR,86.7,86.7,2023-04-01,2023-06-30,2022,2022-2023
AZ,24.5,50,2023-04-01,2023-06-30,2022,2022-2023
CA,61.7,80.7,2023-04-01,2023-06-30,2022,2022-2023
CO,67.4,87.9,2023-04-01,2023-06-30,2022,2022-2023
CT,77.6,83.3,2023-04-01,2023-06-30,2022,2022-2023
DC,90,83.3,2023-04-01,2023-06-30,2022,2022-2023
DE,34.6,18.8,2023-04-01,2023-06-30,2022,2022-2023
FL,42.9,42.9,2023-04-01,2023-06-30,2022,2022-2023
GA,78,72,2023-04-01,2023-06-30,2022,2022-2023
HI,84.6,84,2023-04-01,2023-06-30,2022,2022-2023
IA,46.4,64.3,2023-04-01,2023-06-30,2022,2022-2023
ID,83.3,100,2023-04-01,2023-06-30,2022,2022-2023
IL,90,97.6,2023-04-01,2023-06-30,2022,2022-2023
IN,41.7,85.1,2023-04-01,2023-06-30,2022,2022-2023
KS,66.7,93.8,2023-04-01,2023-06-30,2022,2022-2023
KY,46,68.3,2023-04-01,2023-06-30,2022,2022-2023
LA,80,89.7,2023-04-01,2023-06-30,2022,2022-2023
MA,52.2,69.4,2023-04-01,2023-06-30,2022,2022-2023
MD,36.2,70,2023-04-01,2023-06-30,2022,2022-2023
ME,70,75,2023-04-01,2023-06-30,2022,2022-2023
MI,76.6,93.3,2023-04-01,2023-06-30,2022,2022-2023
MN,84,85.7,2023-04-01,2023-06-30,2022,2022-2023
MO,61.2,85.7,2023-04-01,2023-06-30,2022,2022-2023
MS,70,93.3,2023-04-01,2023-06-30,2022,2022-2023
MT,73.3,66.7,2023-04-01,2023-06-30,2022,2022-2023
NC,82,95.9,2023-04-01,2023-06-30,2022,2022-2023
ND,96.7,100,2023-04-01,2023-06-30,2022,2022-2023
NE,70,93.1,2023-04-01,2023-06-30,2022,2022-2023
NH,89.7,82.8,2023-04-01,2023-06-30,2022,2022-2023
NJ,54,81.8,2023-04-01,2023-06-30,2022,2022-2023
NM,67.9,88,2023-04-01,2023-06-30,2022,2022-2023
NV,98,96,2023-04-01,2023-06-30,2022,2022-2023
NY,89.6,72.5,2023-04-01,2023-06-30,2022,2022-2023
OH,57.1,67.4,2023-04-01,2023-06-30,2022,2022-2023
OK,100,100,2023-04-01,2023-06-30,2022,2022-2023
OR,56,86.4,2023-04-01,2023-06-30,2022,2022-2023
PA,24.5,66,2023-04-01,2023-06-30,2022,2022-2023
PR,26.7,48.3,2023-04-01,2023-06-30,2022,2022-2023
RI,60,69,2023-04-01,2023-06-30,2022,2022-2023
SC,80,93.6,2023-04-01,2023-06-30,2022,2022-2023
SD,93.3,90,2023-04-01,2023-06-30,2022,2022-2023
TN,70,57.1,2023-04-01,2023-06-30,2022,2022-2023
TX,82,93.9,2023-04-01,2023-06-30,2022,2022-2023
US,66,82.1,2023-04-01,2023-06-30,2022,2022-2023
UT,89.8,90,2023-04-01,2023-06-30,2022,2022-2023
VA,65.3,65,2023-04-01,2023-06-30,2022,2022-2023
VI,,,2023-04-01,2023-06-30,2022,2022-2023
VT,66.7,61.5,2023-04-01,2023-06-30,2022,2022-2023
WA,51,93,2023-04-01,2023-06-30,2022,2022-2023
WI,64,71.7,2023-04-01,2023-06-30,2022,2022-2023
WV,86.7,93.3,2023-04-01,2023-06-30,2022,2022-2023
WY,86.7,89.7,2023-04-01,2023-06-30,2022,2022-2023
AK,80,100,2023-07-01,2023-09-30,2023,2023-2024
AL,60,83.3,2023-07-01,2023-09-30,2023,2023-2024
AR,82.8,78.8,2023-07-01,2023-09-30,2023,2023-2024
AZ,30.6,45.7,2023-07-01,2023-09-30,2023,2023-2024
CA,65.9,85.7,2023-07-01,2023-09-30,2023,2023-2024
CO,60.4,84.8,2023-07-01,2023-09-30,2023,2023-2024
CT,70,87.5,2023-07-01,2023-09-30,2023,2023-2024
DC,69,36.4,2023-07-01,2023-09-30,2023,2023-2024
DE,32.4,35.7,2023-07-01,2023-09-30,2023,2023-2024
FL,41.3,46.8,2023-07-01,2023-09-30,2023,2023-2024
GA,69.4,70.8,2023-07-01,2023-09-30,2023,2023-2024
HI,75.9,100,2023-07-01,2023-09-30,2023,2023-2024
IA,50,75,2023-07-01,2023-09-30,2023,2023-2024
ID,90,96.6,2023-07-01,2023-09-30,2023,2023-2024
IL,90,95.9,2023-07-01,2023-09-30,2023,2023-2024
IN,67.4,82.2,2023-07-01,2023-09-30,2023,2023-2024
KS,70,93.3,2023-07-01,2023-09-30,2023,2023-2024
KY,54,58.7,2023-07-01,2023-09-30,2023,2023-2024
LA,76.7,90,2023-07-01,2023-09-30,2023,2023-2024
MA,56.3,72.9,2023-07-01,2023-09-30,2023,2023-2024
MD,40,67.4,2023-07-01,2023-09-30,2023,2023-2024
ME,60,51.6,2023-07-01,2023-09-30,2023,2023-2024
MI,96,100,2023-07-01,2023-09-30,2023,2023-2024
MN,81.6,93.3,2023-07-01,2023-09-30,2023,2023-2024
MO,74,92,2023-07-01,2023-09-30,2023,2023-2024
MS,93.1,93.1,2023-07-01,2023-09-30,2023,2023-2024
MT,83.3,87.1,2023-07-01,2023-09-30,2023,2023-2024
NC,88,87,2023-07-01,2023-09-30,2023,2023-2024
ND,100,96.7,2023-07-01,2023-09-30,2023,2023-2024
NE,70,89.3,2023-07-01,2023-09-30,2023,2023-2024
NH,93.6,73.3,2023-07-01,2023-09-30,2023,2023-2024
NJ,57.1,79.6,2023-07-01,2023-09-30,2023,2023-2024
NM,63.3,86.7,2023-07-01,2023-09-30,2023,2023-2024
NV,94,93.5,2023-07-01,2023-09-30,2023,2023-2024
NY,79.2,76.2,2023-07-01,2023-09-30,2023,2023-2024
OH,50,79.5,2023-07-01,2023-09-30,2023,2023-2024
OK,96.7,100,2023-07-01,2023-09-30,2023,2023-2024
OR,71.4,88.9,2023-07-01,2023-09-30,2023,2023-2024
PA,14,66.7,2023-07-01,2023-09-30,2023,2023-2024
PR,31,48.3,2023-07-01,2023-09-30,2023,2023-2024
RI,62.1,80,2023-07-01,2023-09-30,2023,2023-2024
SC,93.3,87.1,2023-07-01,2023-09-30,2023,2023-2024
SD,93.3,90,2023-07-01,2023-09-30,2023,2023-2024
TN,70,43.3,2023-07-01,2023-09-30,2023,2023-2024
TX,88,96,2023-07-01,2023-09-30,2023,2023-2024
US,68.5,84.6,2023-07-01,2023-09-30,2023,2023-2024
UT,88,93.9,2023-07-01,2023-09-30,2023,2023-2024
VA,51,57.1,2023-07-01,2023-09-30,2023,2023-2024
VI,,,2023-07-01,2023-09-30,2023,2023-2024
VT,62.1,80,2023-07-01,2023-09-30,2023,2023-2024
WA,53.1,91.3,2023-07-01,2023-09-30,2023,2023-2024
WI,75,87.5,2023-07-01,2023-09-30,2023,2023-2024
WV,70,100,2023-07-01,2023-09-30,2023,2023-2024
WY,86.7,96.7,2023-07-01,2023-09-30,2023,2023-2024
AK,90,89.3,2023-10-01,2023-12-31,2023,2023-2024
AL,53.3,60,2023-10-01,2023-12-31,2023,2023-2024
AR,80,96.6,2023-10-01,2023-12-31,2023,2023-2024
AZ,45.8,54.6,2023-10-01,2023-12-31,2023,2023-2024
CA,65.2,91.4,2023-10-01,2023-12-31,2023,2023-2024
CO,52,78.7,2023-10-01,2023-12-31,2023,2023-2024
CT,66,77.1,2023-10-01,2023-12-31,2023,2023-2024
DC,90,63.3,2023-10-01,2023-12-31,2023,2023-2024
DE,13.3,25,2023-10-01,2023-12-31,2023,2023-2024
FL,43.5,77.3,2023-10-01,2023-12-31,2023,2023-2024
GA,75,77.8,2023-10-01,2023-12-31,2023,2023-2024
HI,86.2,89.3,2023-10-01,2023-12-31,2023,2023-2024
IA,50,58.6,2023-10-01,2023-12-31,2023,2023-2024
ID,86.7,100,2023-10-01,2023-12-31,2023,2023-2024
IL,98,100,2023-10-01,2023-12-31,2023,2023-2024
IN,70.2,90,2023-10-01,2023-12-31,2023,2023-2024
KS,76.7,100,2023-10-01,2023-12-31,2023,2023-2024
KY,44.9,52.2,2023-10-01,2023-12-31,2023,2023-2024
LA,69.4,87.8,2023-10-01,2023-12-31,2023,2023-2024
MA,71.4,72.9,2023-10-01,2023-12-31,2023,2023-2024
MD,48.8,57.8,2023-10-01,2023-12-31,2023,2023-2024
ME,96.7,58.1,2023-10-01,2023-12-31,2023,2023-2024
MI,98,100,2023-10-01,2023-12-31,2023,2023-2024
MN,82.6,91.8,2023-10-01,2023-12-31,2023,2023-2024
MO,92,97.9,2023-10-01,2023-12-31,2023,2023-2024
MS,90,96.4,2023-10-01,2023-12-31,2023,2023-2024
MT,75.9,82.1,2023-10-01,2023-12-31,2023,2023-2024
NC,77.6,86.1,2023-10-01,2023-12-31,2023,2023-2024
ND,100,100,2023-10-01,2023-12-31,2023,2023-2024
NE,73.3,96.6,2023-10-01,2023-12-31,2023,2023-2024
NH,86.7,72.4,2023-10-01,2023-12-31,2023,2023-2024
NJ,68.9,72.7,2023-10-01,2023-12-31,2023,2023-2024
NM,19.2,82.1,2023-10-01,2023-12-31,2023,2023-2024
NV,94,98,2023-10-01,2023-12-31,2023,2023-2024
NY,69.6,81.1,2023-10-01,2023-12-31,2023,2023-2024
OH,52,60.9,2023-10-01,2023-12-31,2023,2023-2024
OK,93.3,96.7,2023-10-01,2023-12-31,2023,2023-2024
OR,66,88,2023-10-01,2023-12-31,2023,2023-2024
